                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                     236                                      761                  1.0000000000000000E+000                  1.8588000000000000E-002                  4.5680000000000000E+009                  3.3153995049761958E+007                  5.7709013256449534E+003                  1.0698185487410736E+000                  1.0347154301557406E+000                 -1.5078515282481775E+000                  3.2542573146661757E-001                  6.1956681455086981E-006                  6.5481066149266476E-001                  1.2021133703095435E-005                  5.0011611852370259E-003                  7.4991000509878961E-003                  1.7886975102176898E-003                  1.0000000000000000E+000                  0.0000000000000000E+000                  6.6455347220802707E-001                  7.3971872686329882E-004                  3.1597859710152698E-001                  2.3737565070294465E-003                  1.9366377301811514E-003                  7.9557680757531227E-003                  1.7351535282896958E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999990549759E-001                  1.0345572671514527E+000                  9.9999999982091881E-001                  1.0344367422624852E+000                  1.0533881892904839E+004                  2.1274034498729602E+007                  9.3473795268998299E+009                  1.0696058583065273E+000                  1.0696058535277895E+000                  4.1961532327828200E-043                  2.6481475174393542E-002                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.4415511680000000E+017                                  "15140"                               "gfortran"                                 "10.2.0"                    "x86_64-macos-21.4.1"                                 "CRMATH"                               "20210719" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                   radius                                    grada                                   csound                                    gradT                                    gradr                                    gradL                          grada_sub_gradT                          gradT_sub_grada                          gradT_div_grada                                 brunt_N2                     penetration_fraction 
                                       1                  1.0000000000000000E+000                  1.4820925535808244E-002                  3.7616180482126547E+000                 -6.6490360195837557E+000                  4.9297115618721845E+000                  7.3137759719158568E-001                  2.5140119979036618E-001                  1.7221203018048081E-002                  1.0347154301557406E+000                  3.8911155401660424E-001                  7.8882219436582376E+005                  3.7488628081694841E-001                  2.4685882202004572E-001                  3.8911155401660424E-001                  1.4225273199655830E-002                 -1.4225273199655830E-002                  9.6344165817536020E-001                  2.4747138465849547E-005                  1.0000000000000000E+000 
                                       2                  9.9999999999949996E-001                  1.4820514993223602E-002                  3.7628312179543761E+000                 -6.6470219292086625E+000                  4.9329438982908460E+000                  7.3137759719158557E-001                  2.5140119979036629E-001                  1.7221203018048081E-002                  1.0347144520301508E+000                  3.8897697449595992E-001                  7.8983998448410886E+005                  3.7498859190812250E-001                  2.4825461468126372E-001                  3.8907014493332903E-001                  1.4081553025206528E-002                 -1.4081553025206528E-002                  9.6380716123150612E-001                  2.4475945428873632E-005                  1.0000000000000000E+000 
                                       3                  9.9999999999837486E-001                  1.4819595542130566E-002                  3.7650505856466183E+000                 -6.6433456157363517E+000                  4.9388488606061003E+000                  7.3137759719158546E-001                  2.5140119979036635E-001                  1.7221203018048192E-002                  1.0347122614236235E+000                  3.8870534982974420E-001                  7.9169106151319039E+005                  3.7545392334029115E-001                  2.5466319618774980E-001                  3.8887511524612906E-001                  1.3421191905837904E-002                 -1.3421191905837904E-002                  9.6548714129639468E-001                  2.3237828104656097E-005                  1.0000000000000000E+000 
                                       4                  9.9999999999650002E-001                  1.4818076028052601E-002                  3.7682401828340257E+000                 -6.6380784746859600E+000                  4.9473189684171679E+000                  7.3137759719158535E-001                  2.5140119979036640E-001                  1.7221203018048303E-002                  1.0347086411678688E+000                  3.8825687952198717E-001                  7.9432632928218495E+005                  3.7625405746918023E-001                  2.6592224026831018E-001                  3.8851314826927685E-001                  1.2259090800096628E-002                 -1.2259090800096628E-002                  9.6844613662444212E-001                  2.1090926758707715E-005                  1.0000000000000000E+000 
                                       5                  9.9999999999400002E-001                  1.4816074408175128E-002                  3.7735965670473277E+000                 -6.6293107624485170E+000                  4.9614658057694525E+000                  7.3137759719158535E-001                  2.5140119979036651E-001                  1.7221203018048081E-002                  1.0347038723101072E+000                  3.8734715231899319E-001                  7.9868336064797966E+005                  3.7737651824661816E-001                  2.8218244837727885E-001                  3.8795363712098918E-001                  1.0577118874371016E-002                 -1.0577118874371016E-002                  9.7273612653082986E-001                  1.8046681654965766E-005                  1.0000000000000000E+000 
                                       6                  9.9999999998900002E-001                  1.4812151096813201E-002                  3.7792115861903270E+000                 -6.6201268289805855E+000                  4.9762892840529460E+000                  7.3137759719158502E-001                  2.5140119979036668E-001                  1.7221203018048303E-002                  1.0346945250876773E+000                  3.8617879388682452E-001                  8.0315528002278518E+005                  3.7974906408036735E-001                  3.1783717817243845E-001                  3.8662816251458171E-001                  6.8790984342143591E-003                 -6.8790984342143591E-003                  9.8220745641115859E-001                  1.1549693103663131E-005                  1.0000000000000000E+000 
                                       7                  9.9999999998587508E-001                  1.4809750283744835E-002                  3.7834319595856547E+000                 -6.6132981060211851E+000                  4.9873575561054153E+000                  7.3137759719158491E-001                  2.5140119979036690E-001                  1.7221203018048192E-002                  1.0346888052331202E+000                  3.8515203774706974E-001                  8.0644899361587875E+005                  3.8132136549647144E-001                  3.4222491261219018E-001                  3.8566541581694713E-001                  4.3440503204756897E-003                 -4.3440503204756897E-003                  9.8873622019938245E-001                  7.2228451125410464E-006                  1.0000000000000000E+000 
                                       8                  9.9999999998275013E-001                  1.4807386886258119E-002                  3.7896182106843250E+000                 -6.6034229022497577E+000                  5.0034487299568697E+000                  7.3137759719158457E-001                  2.5140119979036718E-001                  1.7221203018048303E-002                  1.0346831745507838E+000                  3.8340442072380487E-001                  8.1116455178407393E+005                  3.8302271884857492E-001                  3.6910169983191576E-001                  3.8456949873931479E-001                  1.5467798907398689E-003                 -1.5467798907398689E-003                  9.9597789243346002E-001                  2.5476928734924752E-006                  1.0000000000000000E+000 
                                       9                  9.9999999997650013E-001                  1.4802766247280223E-002                  3.7962697589109826E+000                 -6.5945932932631521E+000                  5.0189653346790628E+000                  7.3137759719158424E-001                  2.5140119979036751E-001                  1.7221203018048303E-002                  1.0346721661862468E+000                  3.8115960912197966E-001                  8.1605871267511358E+005                  4.3015738973574008E-001                  4.3015967410466777E-001                  3.8190787965592143E-001                 -4.8249510079818647E-002                  4.8249510079818647E-002                  1.1263380847844482E+000                 -7.7959614517902849E-005                  0.0000000000000000E+000 
                                      10                  9.9999999997337519E-001                  1.4800502370631533E-002                  3.8009449908484876E+000                 -6.5892514805043554E+000                  5.0290098236794076E+000                  7.3137759719158379E-001                  2.5140119979036796E-001                  1.7221203018048303E-002                  1.0346667726937007E+000                  3.7933628103147748E-001                  8.1937808163678483E+005                  4.6543988224904703E-001                  4.6545927998862052E-001                  3.8024794507672854E-001                 -8.5191937172318488E-002                  8.5191937172318488E-002                  1.2240431231130728E+000                 -1.3625989572543852E-004                  0.0000000000000000E+000 
                                      11                  9.9999999997025024E-001                  1.4798266134311157E-002                  3.8059099829695295E+000                 -6.5844317202914722E+000                  5.0388264897332258E+000                  7.3137759719158324E-001                  2.5140119979036835E-001                  1.7221203018048414E-002                  1.0346614450794756E+000                  3.7715809144454571E-001                  8.2278216325569351E+005                  5.0570679713212530E-001                  5.0580809574124974E-001                  3.7824718623801157E-001                 -1.2745961089411373E-001                  1.2745961089411373E-001                  1.3369743795368512E+000                 -2.0170779580880346E-004                  0.0000000000000000E+000 
                                      12                  9.9999999996712530E-001                  1.4796054544356993E-002                  3.8111964340189677E+000                 -6.5801576674573026E+000                  5.0484246444520888E+000                  7.3137759719158268E-001                  2.5140119979036890E-001                  1.7221203018048414E-002                  1.0346561762097870E+000                  3.7454610952453288E-001                  8.2625931425502058E+005                  5.5060627074370572E-001                  5.5101355148544384E-001                  3.7585210048453926E-001                 -1.7475417025916645E-001                  1.7475417025916645E-001                  1.4649546192076024E+000                 -2.7346944261776783E-004                  0.0000000000000000E+000 
