                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                    1062                                      775                  1.0000000000000000E+000                  1.8588000000000000E-002                  4.5680000000000000E+009                  1.9249046965764698E+007                  5.7934951862959524E+003                  1.0734447815765886E+000                  1.0283991629657165E+000                 -1.5076044134340367E+000                  3.2403046496542881E-001                  6.1178436473760807E-006                  6.5620961910642239E-001                  1.2032277892270568E-005                  4.9982530073608214E-003                  7.4986473057545959E-003                  1.7884602268565890E-003                  1.0000000000000000E+000                  0.0000000000000000E+000                  6.6445490995513334E-001                  7.4040936096451363E-004                  3.1607615238865017E-001                  2.3717388078447347E-003                  1.9389349821301088E-003                  7.9557859216088916E-003                  1.7351532153813698E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999990652344E-001                  1.0282434253408772E+000                  9.9999999982099375E-001                  1.0281221035179942E+000                  1.0437575455703360E+004                  2.1332388515862260E+007                  9.3158028914284821E+009                  1.0733154658464443E+000                  1.0733154609767723E+000                  4.4042377887405072E-043                  2.6599624096299474E-002                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.4415511680000000E+017                                  "15140"                               "gfortran"                                 "10.2.0"                    "x86_64-macos-21.4.1"                                 "CRMATH"                               "20210715" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                   radius                                    grada                                   csound                                    gradT                                    gradr                                    gradL                          grada_sub_gradT                          gradT_sub_grada                          gradT_div_grada                                 brunt_N2                     penetration_fraction 
                                       1                  1.0000000000000000E+000                  1.2161714490155538E-002                  3.7631957612867790E+000                 -6.6461335612926433E+000                  4.9366815929829473E+000                  7.3735487044327497E-001                  2.4594235518251600E-001                  1.6702774374208973E-002                  1.0283991629657165E+000                  3.8888656710195380E-001                  7.9238320135985978E+005                  2.5332952858339297E-001                  2.5332952858339297E-001                  3.8888656710195380E-001                  1.3555703851856082E-001                 -1.3555703851856082E-001                  6.5142267698070933E-001                  2.3942084254720934E-004                  1.0000000000000000E+000 
                                       2                  9.9999999999949996E-001                  1.2161299121814023E-002                  3.7638351399857344E+000                 -6.6442656690111397E+000                  4.9391911774037744E+000                  7.3735487044327497E-001                  2.4594235518251600E-001                  1.6702774374208973E-002                  1.0283981793836812E+000                  3.8881088084537307E-001                  7.9291965077478287E+005                  2.5466566532561674E-001                  2.5466566532561674E-001                  3.8885629259932153E-001                  1.3419062727370479E-001                 -1.3419062727370479E-001                  6.5490946185619492E-001                  2.3686805852060343E-004                  1.0000000000000000E+000 
                                       3                  9.9999999999875000E-001                  1.2160678741065101E-002                  3.7646093285089832E+000                 -6.6420501838068127E+000                  4.9421836779600969E+000                  7.3735487044327497E-001                  2.4594235518251600E-001                  1.6702774374208973E-002                  1.0283967103390499E+000                  3.8871614680677136E-001                  7.9356793129951961E+005                  2.5871052211547446E-001                  2.5871052211547446E-001                  3.8876351382607222E-001                  1.3005299171059775E-001                 -1.3005299171059775E-001                  6.6547017123427432E-001                  2.2915635129237120E-004                  1.0000000000000000E+000 
                                       4                  9.9999999999800004E-001                  1.2160061514393685E-002                  3.7657805839473961E+000                 -6.6387752957035584E+000                  4.9466341435100958E+000                  7.3735487044327497E-001                  2.4594235518251600E-001                  1.6702774374208973E-002                  1.0283952487652703E+000                  3.8856627295458102E-001                  7.9454598302043858E+005                  2.6284674013831177E-001                  2.6284674013831177E-001                  3.8866618885604126E-001                  1.2581944871772949E-001                 -1.2581944871772949E-001                  6.7627889349456127E-001                  2.2129945891435744E-004                  1.0000000000000000E+000 
                                       5                  9.9999999999650002E-001                  1.2158836326898546E-002                  3.7675705177833043E+000                 -6.6339805472493865E+000                  4.9532255545804613E+000                  7.3735487044327497E-001                  2.4594235518251600E-001                  1.6702774374208973E-002                  1.0283923475651076E+000                  3.8832160990769438E-001                  7.9603408054757211E+005                  2.7139348479254022E-001                  2.7139348479254022E-001                  3.8845753382263143E-001                  1.1706404903009121E-001                 -1.1706404903009121E-001                  6.9864389582532249E-001                  2.0515327095188719E-004                  1.0000000000000000E+000 
                                       6                  9.9999999999462508E-001                  1.2157321643274190E-002                  3.7696073294053876E+000                 -6.6288167595280187E+000                  4.9604339931972987E+000                  7.3735487044327497E-001                  2.4594235518251600E-001                  1.6702774374208973E-002                  1.0283887608597801E+000                  3.8801947661980973E-001                  7.9771729463051783E+005                  2.8256530403248625E-001                  2.8256530403248625E-001                  3.8817054326375205E-001                  1.0560523923126580E-001                 -1.0560523923126580E-001                  7.2794113035128039E-001                  1.8421631759546302E-004                  1.0000000000000000E+000 
                                       7                  9.9999999999275002E-001                  1.2155824847117387E-002                  3.7727349310175016E+000                 -6.6213634315863246E+000                  4.9710273059425383E+000                  7.3735487044327497E-001                  2.4594235518251600E-001                  1.6702774374208973E-002                  1.0283852165234910E+000                  3.8750461372410411E-001                  8.0027988878042228E+005                  2.9440948947148160E-001                  2.9440948947148160E-001                  3.8784785565457458E-001                  9.3438366183092980E-002                 -9.3438366183092980E-002                  7.5908499990183997E-001                  1.6310658294447244E-004                  1.0000000000000000E+000 
                                       8                  9.9999999998900002E-001                  1.2152882147136480E-002                  3.7785912378102702E+000                 -6.6090265012629086E+000                  4.9892450433702260E+000                  7.3735487044327497E-001                  2.4594235518251600E-001                  1.6702774374208973E-002                  1.0283782483969535E+000                  3.8636495952757050E-001                  8.0500014609519066E+005                  3.2035849841609593E-001                  3.2035849841609593E-001                  3.8707724340040400E-001                  6.6718744984308076E-002                 -6.6718744984308076E-002                  8.2763454550260851E-001                  1.1820516289241208E-004                  1.0000000000000000E+000 
                                       9                  9.9999999998275013E-001                  1.2148114881295738E-002                  3.7846365947778104E+000                 -6.5985524072337807E+000                  5.0056575776235404E+000                  7.3703202214905195E-001                  2.4623150636974511E-001                  1.6736471481202941E-002                  1.0283669599146181E+000                  3.8492950862884467E-001                  8.0962838449309301E+005                  3.6983764884338455E-001                  3.6983764884338455E-001                  3.8540799226175326E-001                  1.5570343418368715E-002                 -1.5570343418368715E-002                  9.5960036187367392E-001                  3.1469225562955703E-005                  1.0000000000000000E+000 
